bodyPart,equipment,id,name,target,secondaryMuscles,instructions,description,difficulty,category,message
upper legs,sled machine,0739,sled 45° leg press,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the seat and footplate of the sled machine to a comfortable position.', 'Sit on the sled machine with your back against the backrest and your feet shoulder-width apart on the footplate.', 'Grip the handles on the sides of the seat for stability.', 'Push the footplate away from your body by extending your legs, keeping your heels on the footplate.', 'Continue pushing until your legs are almost fully extended, but without locking your knees.', 'Pause for a moment at the top of the movement, then slowly lower the footplate back towards your body by bending your knees.', 'Repeat for the desired number of repetitions.']","The sled 45° leg press is a compound lower body exercise performed on a sled machine. It primarily targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. The exercise involves pushing a weighted footplate away from the body while seated at a 45-degree angle, making it a popular choice for building lower body strength.",Advanced,strength,nan
upper legs,sled machine,0740,sled 45° leg wide press,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the sled machine to a 45-degree angle.', 'Sit on the sled machine with your back against the pad and your feet on the foot platform.', 'Position your feet wider than shoulder-width apart.', 'Push against the foot platform to extend your legs and straighten your knees.', 'Pause for a moment at the end of the movement, then slowly bend your knees to return to the starting position.', 'Repeat for the desired number of repetitions.']","The sled 45° leg wide press is a compound lower body exercise performed on a sled machine set at a 45-degree angle. It targets the glutes primarily, with significant involvement from the quadriceps, hamstrings, and calves. The wide stance emphasizes the glutes and inner thighs more than a standard leg press.",Advanced,strength,nan
upper legs,sled machine,0741,sled closer hack squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the sled machine to a comfortable weight and position yourself with your back against the pad.', 'Place your feet shoulder-width apart on the platform, toes slightly pointed outwards.', 'Grip the handles on the sides of the machine for stability.', 'Engage your core and slowly lower your body by bending your knees and hips, keeping your back straight.', 'Continue lowering until your thighs are parallel to the ground or slightly below.', 'Pause for a moment at the bottom, then push through your heels to extend your legs and return to the starting position.', 'Repeat for the desired number of repetitions.']","The sled closer hack squat is a lower body exercise performed on a sled machine, primarily targeting the glutes while also engaging the quadriceps, hamstrings, and calves. It involves squatting with your back against a pad and feet on a platform, moving the weight by extending and flexing the knees and hips.",Advanced,strength,nan
lower legs,sled machine,0742,sled forward angled calf raise,calves,"['hamstrings', 'glutes']","['Adjust the sled machine to a comfortable weight and position yourself on the machine with your toes on the platform and your heels hanging off.', 'Place your hands on the handles or the sides of the machine for support.', 'Engage your calves and slowly raise your heels as high as possible, pushing against the resistance of the sled.', 'Pause for a moment at the top of the movement, then slowly lower your heels back down to the starting position.', 'Repeat for the desired number of repetitions.']","The sled forward angled calf raise is a resistance exercise performed on a sled machine, targeting the calf muscles. The movement involves raising and lowering the heels while the toes remain on the platform, using the sled machine for added resistance.",Advanced,strength,nan
upper legs,sled machine,0743,sled hack squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the sled machine to a comfortable position for your height.', 'Stand with your feet shoulder-width apart on the platform, toes slightly pointed outwards.', 'Hold onto the handles or bars for stability.', 'Lower your body by bending your knees and hips, keeping your back straight and chest up.', 'Continue lowering until your thighs are parallel to the ground or slightly below.', 'Pause for a moment, then push through your heels to raise your body back up to the starting position.', 'Repeat for the desired number of repetitions.']","The sled hack squat is a lower body strength exercise performed on a sled machine. It primarily targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. The movement involves squatting down with the support of the sled machine, which helps guide the motion and provides stability.",Advanced,strength,nan
upper legs,sled machine,0744,sled lying squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the sled machine to a comfortable weight.', 'Lie on your back on the sled machine with your feet on the footplate.', 'Position your feet shoulder-width apart and slightly angled outwards.', 'Grip the handles of the sled machine for stability.', 'Engage your glutes and core muscles.', 'Push through your heels and extend your legs to lift the sled.', 'Lower the sled back down by bending your knees and hips.', 'Repeat for the desired number of repetitions.']","The sled lying squat is a lower body exercise performed on a sled machine, targeting the glutes as the primary muscle group. It also engages the quadriceps, hamstrings, and calves. The movement involves lying on your back, pushing the sled upward with your legs, and then lowering it back down in a controlled manner.",Advanced,strength,nan
back,smith machine,0746,smith back shrug,traps,['shoulders'],"['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.', 'Keep your arms straight and allow the barbell to hang in front of your thighs.', 'Lift your shoulders straight up towards your ears, squeezing your traps at the top.', 'Hold for a moment, then lower your shoulders back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith back shrug is a strength exercise targeting the trapezius muscles, performed using a smith machine. It involves lifting the shoulders straight up towards the ears while holding a barbell, focusing on squeezing the traps at the top of the movement.",Advanced,strength,nan
shoulders,smith machine,0747,smith behind neck press,delts,"['triceps', 'upper back']","['Adjust the seat height of the smith machine so that the bar is at shoulder level.', 'Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.', 'Lift the bar off the rack and step back, maintaining a stable stance.', 'Lower the bar down to the back of your neck, keeping your elbows pointing forward.', 'Press the bar up overhead until your arms are fully extended.', 'Pause for a moment at the top, then slowly lower the bar back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith behind neck press is a shoulder exercise performed on a smith machine, targeting the deltoids with secondary emphasis on the triceps and upper back. The movement involves pressing a barbell from behind the neck to overhead, requiring good shoulder mobility and stability.",Advanced,strength,nan
chest,smith machine,0748,smith bench press,pectorals,"['triceps', 'shoulders']","['Adjust the height of the smith machine bar to chest level.', 'Lie flat on the bench with your feet firmly planted on the ground.', 'Grip the bar with an overhand grip slightly wider than shoulder-width apart.', 'Unrack the bar and lower it towards your chest, keeping your elbows tucked in.', 'Pause for a moment when the bar touches your chest.', 'Push the bar back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']","The smith bench press is a chest exercise performed on a smith machine, which provides a guided bar path for pressing movements. It primarily targets the pectorals, with secondary emphasis on the triceps and shoulders. The smith machine offers additional stability compared to a free-weight bench press, making it accessible for those with less experience or those seeking a safer alternative to heavy pressing.",Advanced,strength,nan
upper legs,smith machine,0749,smith bent knee good morning,glutes,"['hamstrings', 'lower back']","['Start by standing with your feet shoulder-width apart, toes pointing forward.', 'Place the barbell across your upper back, resting it on your traps.', 'Bend your knees slightly and hinge forward at the hips, keeping your back straight.', 'Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings.', 'Engage your glutes and hamstrings to raise your torso back up to the starting position.', 'Repeat for the desired number of repetitions.']","The smith bent knee good morning is a lower body exercise performed on a Smith machine. It primarily targets the glutes, with secondary emphasis on the hamstrings and lower back. The movement involves hinging at the hips with a slight knee bend, lowering the torso while keeping the back straight, and then returning to the starting position.",Advanced,strength,nan
upper legs,smith machine,0750,smith chair squat,quads,"['glutes', 'hamstrings', 'calves']","['Adjust the height of the smith machine bar to a comfortable position.', 'Stand with your feet shoulder-width apart, toes slightly turned out.', 'Place the barbell across your upper back, resting it on your traps.', 'Engage your core and keep your chest up as you slowly lower your body by bending your knees and hips.', 'Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go.', 'Pause for a moment, then push through your heels to return to the starting position.', 'Repeat for the desired number of repetitions.']","The smith chair squat is a lower body exercise performed using a smith machine. It primarily targets the quadriceps, with secondary emphasis on the glutes, hamstrings, and calves. The guided bar path of the smith machine provides stability, making it suitable for those developing squat technique or seeking a safer alternative to free-weight squats.",Advanced,strength,nan
upper arms,smith machine,0751,smith close-grip bench press,triceps,"['chest', 'shoulders']","['Adjust the seat height and position yourself on the bench with your feet flat on the ground.', 'Grasp the barbell with a close grip, slightly narrower than shoulder-width apart.', 'Lower the barbell towards your chest, keeping your elbows close to your body.', 'Pause for a moment at the bottom, then push the barbell back up to the starting position.', 'Repeat for the desired number of repetitions.']","The smith close-grip bench press is a compound exercise performed on a smith machine, targeting the triceps with secondary emphasis on the chest and shoulders. It involves pressing a barbell with a close grip, which increases triceps activation.",Advanced,strength,nan
upper legs,smith machine,0752,smith deadlift,glutes,"['hamstrings', 'quadriceps', 'lower back']","['Set up the smith machine with the bar at hip height.', 'Stand with your feet shoulder-width apart, toes pointing slightly outward.', 'Bend at the hips and knees, keeping your back straight and chest up, and grip the bar with an overhand grip slightly wider than shoulder-width apart.', 'Engage your core and lift the bar by extending your hips and knees, keeping the bar close to your body.', 'Stand up straight, fully extending your hips and knees.', 'Lower the bar back down by bending at the hips and knees, maintaining control and keeping your back straight.', 'Repeat for the desired number of repetitions.']","The smith deadlift is a compound lower body exercise performed using a smith machine. It primarily targets the glutes, with secondary emphasis on the hamstrings, quadriceps, and lower back. The smith machine provides a guided bar path, which can help with stability and form for those learning the deadlift movement.",Advanced,strength,nan
chest,smith machine,0753,smith decline bench press,pectorals,"['triceps', 'shoulders']","['Adjust the decline bench to the desired angle.', 'Lie down on the bench with your feet secured under the foot pads.', 'Grasp the barbell with an overhand grip slightly wider than shoulder-width apart.', 'Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.', 'Pause for a moment at the bottom, then push the barbell back up to the starting position.', 'Repeat for the desired number of repetitions.']","The smith decline bench press is a chest exercise performed on a decline bench using a smith machine. It primarily targets the pectoral muscles, with secondary emphasis on the triceps and shoulders. The smith machine provides guided movement, making it safer and more stable than a free-weight decline bench press.",Advanced,strength,nan
chest,smith machine,0754,smith decline reverse-grip press,pectorals,"['triceps', 'shoulders']","['Adjust the smith machine to a decline position.', 'Lie down on the bench with your feet secured under the foot pads.', 'Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart.', 'Unrack the barbell and lower it towards your chest, keeping your elbows tucked in.', 'Pause for a moment at the bottom, then push the barbell back up to the starting position.', 'Repeat for the desired number of repetitions.']","The smith decline reverse-grip press is a chest exercise performed on a smith machine in a decline position, using a reverse (underhand) grip to target the lower pectorals and engage the triceps and shoulders.",Advanced,strength,nan
upper legs,smith machine,0755,smith hack squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the barbell on the smith machine to an appropriate height for your body.', 'Stand with your feet shoulder-width apart, toes slightly pointed outwards.', 'Position yourself under the barbell, resting it on your upper traps and shoulders.', 'Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.', 'Engage your core and keep your chest up as you unrack the barbell.', 'Take a step back and position your feet slightly wider than shoulder-width apart.', 'Bend your knees and lower your body down, keeping your chest up and back straight.', 'Continue descending until your thighs are parallel to the ground or slightly below.', 'Pause for a moment at the bottom, then push through your heels to return to the starting position.', 'Repeat for the desired number of repetitions.']","The smith hack squat is a lower body exercise performed on a smith machine, targeting the glutes as the primary muscle group, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves squatting with the barbell resting on the upper traps and shoulders, providing stability and support for the movement.",Advanced,strength,nan
waist,smith machine,0756,smith hip raise,abs,"['glutes', 'hamstrings']","['Position yourself on the smith machine with your back against the pad and your feet shoulder-width apart.', 'Place your hands on the barbell, slightly wider than shoulder-width apart.', 'Engage your core and glutes, then push through your heels to raise your hips off the ground.', 'Continue lifting until your body forms a straight line from your knees to your shoulders.', 'Hold for a moment at the top, then slowly lower your hips back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith hip raise is an exercise performed on a smith machine that primarily targets the abdominal muscles, with secondary emphasis on the glutes and hamstrings. It involves raising the hips off the ground while keeping the body aligned, engaging the core and lower body.",Advanced,strength,nan
chest,smith machine,0757,smith incline bench press,pectorals,"['shoulders', 'triceps']","['Adjust the bench to a 30-45 degree incline.', 'Sit on the bench with your back flat against the pad and feet firmly on the ground.', 'Grasp the barbell with an overhand grip slightly wider than shoulder-width apart.', 'Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in.', 'Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']","The smith incline bench press is a chest exercise performed on a smith machine with the bench set at a 30-45 degree incline. It primarily targets the upper pectorals, with secondary emphasis on the shoulders and triceps. The smith machine provides stability, making it accessible for those with less experience, but still requires proper form and control.",Advanced,strength,nan
chest,smith machine,0758,smith incline reverse-grip press,pectorals,"['triceps', 'shoulders']","['Adjust the seat of the smith machine to a comfortable incline angle.', 'Sit on the machine with your back against the pad and your feet flat on the ground.', 'Grasp the bar with an overhand grip that is slightly wider than shoulder-width apart.', 'Unrack the bar and lower it slowly towards your chest, keeping your elbows tucked in.', 'Pause for a moment when the bar is just above your chest.', 'Push the bar back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']","The smith incline reverse-grip press is a chest exercise performed on a smith machine with an incline bench. It targets the pectoral muscles using a reverse (underhand) grip, which also engages the triceps and shoulders. The smith machine provides stability, but the reverse grip and incline angle require good coordination and some experience.",Advanced,strength,nan
chest,smith machine,0759,smith incline shoulder raises,serratus anterior,"['deltoids', 'trapezius']","['Adjust the smith machine to an incline position.', 'Stand facing the machine with your feet shoulder-width apart.', 'Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.', 'Keep your back straight and core engaged.', 'Raise the barbell up towards the ceiling, leading with your elbows.', 'Pause for a moment at the top, then slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","Smith incline shoulder raises target the serratus anterior and are performed on a smith machine. The movement involves raising the barbell upwards while standing at an incline, focusing on shoulder and upper chest engagement.",Advanced,strength,nan
upper legs,smith machine,0760,smith leg press,glutes,"['quadriceps', 'hamstrings', 'calves']","['Adjust the seat and footplate of the smith machine to a comfortable position.', 'Sit on the machine with your back against the backrest and your feet shoulder-width apart on the footplate.', 'Grasp the handles or sides of the machine for stability.', 'Push the footplate away from you by extending your legs, keeping your back against the backrest.', 'Pause for a moment at the fully extended position.', 'Slowly bend your knees and lower the footplate back towards you, returning to the starting position.', 'Repeat for the desired number of repetitions.']","The smith leg press is a lower body exercise performed on a smith machine, targeting the glutes with secondary emphasis on the quadriceps, hamstrings, and calves. It involves pressing a footplate away from the body while seated, using the legs to extend and flex at the knees and hips.",Advanced,strength,nan
back,smith machine,0761,smith narrow row,upper back,"['biceps', 'rear deltoids']","['Adjust the seat height and position yourself on the machine with your feet flat on the floor.', 'Grasp the handles with an overhand grip, slightly narrower than shoulder-width apart.', 'Keep your back straight and your chest up as you pull the handles towards your body, squeezing your shoulder blades together.', 'Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.', 'Repeat for the desired number of repetitions.']","The smith narrow row is a machine-based rowing exercise targeting the upper back, performed with a narrow grip to emphasize the upper back muscles and rear deltoids. It is performed on a Smith machine, which provides guided movement for added stability.",Advanced,strength,nan
shoulders,smith machine,0762,smith rear delt row,delts,"['trapezius', 'rhomboids', 'biceps']","['Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the ground.', 'Grasp the handles with an overhand grip, slightly wider than shoulder-width apart.', 'Keep your back straight and your core engaged as you pull the handles towards your chest, squeezing your shoulder blades together.', 'Pause for a moment at the top of the movement, then slowly release the handles back to the starting position.', 'Repeat for the desired number of repetitions.']","The smith rear delt row is a machine-based exercise targeting the rear deltoids, with secondary emphasis on the trapezius, rhomboids, and biceps. It involves pulling a bar towards your chest while keeping your chest against a pad, focusing on squeezing the shoulder blades together.",Advanced,strength,nan
lower legs,smith machine,0763,smith reverse calf raises,calves,['hamstrings'],"['Adjust the smith machine bar to a height just below your shoulders.', 'Stand facing the bar with your feet hip-width apart and toes pointing forward.', 'Place the balls of your feet on the edge of a step or platform, with your heels hanging off.', 'Hold onto the bar for support, keeping your back straight and core engaged.', 'Raise your heels as high as possible, lifting your body weight onto the balls of your feet.', 'Pause for a moment at the top, then slowly lower your heels back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith reverse calf raises is a lower leg exercise performed on a smith machine, primarily targeting the calves and secondarily engaging the hamstrings. The movement involves raising and lowering the heels while standing on a step, using the smith machine bar for support.",Advanced,strength,nan
chest,smith machine,0764,smith reverse-grip press,pectorals,"['triceps', 'shoulders']","['Adjust the height of the smith machine bar to chest level.', 'Stand facing the bar with your feet shoulder-width apart.', 'Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.', 'Step back and position yourself with a slight bend in your knees.', 'Keep your chest up and core engaged throughout the exercise.', 'Lower the bar towards your chest, keeping your elbows tucked in.', 'Pause for a moment at the bottom, then push the bar back up to the starting position.', 'Repeat for the desired number of repetitions.']","The smith reverse-grip press is a chest exercise performed on a smith machine using a reverse (underhand) grip. This variation targets the upper chest and also engages the triceps and shoulders. The smith machine provides stability, making it suitable for those looking to focus on form and muscle activation.",Advanced,strength,nan
shoulders,smith machine,0765,smith seated shoulder press,delts,"['triceps', 'upper back']","['Adjust the seat height so that the handles are at shoulder level.', 'Sit on the machine with your back against the pad and your feet flat on the floor.', 'Grasp the handles with an overhand grip and lift them off the supports, extending your arms fully.', 'Lower the handles down to shoulder level, keeping your elbows slightly bent.', 'Press the handles up overhead until your arms are fully extended.', 'Pause for a moment at the top, then slowly lower the handles back down to shoulder level.', 'Repeat for the desired number of repetitions.']","The smith seated shoulder press is a machine-based exercise targeting the deltoid muscles of the shoulders. It provides stability and support, making it suitable for those looking to build shoulder strength with reduced risk of losing balance. The movement also engages the triceps and upper back as secondary muscles.",Advanced,strength,nan
shoulders,smith machine,0766,smith shoulder press,delts,"['triceps', 'upper back']","['Adjust the seat height and position yourself on the smith machine with your feet shoulder-width apart.', 'Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.', 'Lift the bar off the rack and position it at shoulder level, with your elbows bent and palms facing forward.', 'Press the bar upward until your arms are fully extended overhead.', 'Pause for a moment at the top, then slowly lower the bar back down to shoulder level.', 'Repeat for the desired number of repetitions.']","The smith shoulder press is a compound exercise performed on a smith machine that targets the deltoid muscles of the shoulders. It provides stability for the lifter, making it easier to focus on pressing strength and muscle development.",Advanced,strength,nan
back,smith machine,0767,smith shrug,traps,['shoulders'],"['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.', 'Keep your arms straight and your shoulders relaxed.', 'Lift your shoulders up towards your ears, squeezing your traps at the top.', 'Hold for a moment, then slowly lower your shoulders back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith shrug is an exercise performed on a Smith machine to target the trapezius muscles. It involves lifting the shoulders towards the ears while holding a barbell, focusing on squeezing the traps at the top of the movement.",Advanced,strength,nan
upper legs,smith machine,0768,smith single leg split squat,quads,"['glutes', 'hamstrings']","['Stand in front of the smith machine with your feet shoulder-width apart.', 'Place one foot behind you on a bench or step, with your toes pointing forward.', 'Hold onto the smith machine bar for stability.', 'Bend your front knee and lower your body down into a lunge position, keeping your back straight.', 'Pause for a moment at the bottom, then push through your front heel to return to the starting position.', 'Repeat for the desired number of repetitions, then switch legs.']","The smith single leg split squat is a lower body exercise performed using a smith machine. It targets the quadriceps while also engaging the glutes and hamstrings. The exercise requires balance and unilateral strength, as one leg is elevated behind you on a bench or step.",Advanced,strength,nan
upper legs,smith machine,0769,smith sprint lunge,glutes,"['quadriceps', 'hamstrings', 'calves']","['Set up the smith machine with the barbell at hip height.', 'Stand facing away from the machine with your feet shoulder-width apart.', 'Step back with your right foot and place it on the barbell, resting the top of your foot on the bar.', 'Bend your left knee and lower your body into a lunge position, keeping your back straight.', 'Push through your left heel to return to the starting position.', 'Repeat on the other side, stepping back with your left foot.', 'Continue alternating sides for the desired number of repetitions.']","The smith sprint lunge is a lower body exercise performed using a smith machine. It targets the glutes primarily, with secondary emphasis on the quadriceps, hamstrings, and calves. The movement involves stepping back and placing one foot on the barbell, then performing a lunge, which challenges balance, strength, and coordination.",Advanced,strength,nan
upper legs,smith machine,0770,smith squat,glutes,"['quadriceps', 'hamstrings', 'calves']","['Set up the smith machine with the barbell at an appropriate height for your squat.', 'Stand with your feet shoulder-width apart, toes slightly turned out.', 'Position yourself under the barbell, resting it on your upper traps and shoulders.', 'Grip the barbell with a wide grip, slightly wider than shoulder-width apart.', 'Engage your core and unrack the barbell, stepping back to clear the rack.', 'Keeping your chest up and back straight, initiate the squat by bending at the hips and knees.', 'Lower your body until your thighs are parallel to the ground or slightly below.', 'Pause for a moment at the bottom, then drive through your heels to return to the starting position.', 'Repeat for the desired number of repetitions.']","The smith squat is a lower body exercise performed using a smith machine. It primarily targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. The guided bar path of the smith machine provides stability, making it suitable for those learning proper squat form or looking to focus on muscle activation without balancing a free barbell.",Advanced,strength,nan
lower arms,smith machine,0771,smith standing back wrist curl,forearms,"['biceps', 'triceps']","['Stand facing the smith machine with your feet shoulder-width apart.', 'Grasp the barbell with an overhand grip, hands shoulder-width apart.', 'Keep your back straight and your elbows close to your body.', 'Slowly curl your wrists upwards, bringing the barbell towards your body.', 'Pause for a moment at the top, then slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith standing back wrist curl is an isolation exercise targeting the forearms, performed using a smith machine. It involves curling the wrists upwards while holding the barbell with an overhand grip, focusing on forearm strength.",Advanced,strength,nan
shoulders,smith machine,0772,smith standing behind head military press,delts,"['triceps', 'upper back']","['Adjust the seat height of the smith machine so that the bar is at shoulder level.', 'Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.', 'Lift the bar off the rack and step back, maintaining a stable stance.', 'Position the bar behind your head, resting on your upper traps.', 'Keep your core engaged and your chest lifted throughout the exercise.', 'Press the bar overhead by extending your arms, fully straightening them.', 'Pause briefly at the top of the movement, then slowly lower the bar back down to the starting position.', 'Repeat for the desired number of repetitions.']",The smith standing behind head military press is a shoulder exercise performed using a smith machine. The movement targets the deltoids and involves pressing a barbell from behind the head to overhead while standing.,Advanced,strength,nan
lower legs,smith machine,0773,smith standing leg calf raise,calves,"['hamstrings', 'glutes']","['Adjust the smith machine bar to a height that allows you to stand with your feet flat on the ground and your shoulders under the bar.', 'Position yourself under the bar with your feet shoulder-width apart and your toes pointing forward.', 'Place your hands on the bar for stability.', 'Engage your calves and slowly raise your heels off the ground, lifting your body up onto your toes.', 'Pause for a moment at the top, then slowly lower your heels back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith standing leg calf raise is a lower leg exercise performed using a smith machine. It primarily targets the calves, with secondary emphasis on the hamstrings and glutes. The movement involves raising the heels to stand on the toes, then lowering back down, using the smith machine for stability and added resistance.",Advanced,strength,nan
shoulders,smith machine,0774,smith standing military press,delts,"['triceps', 'upper back']","['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.', 'Lift the barbell off the rack and bring it down to shoulder level, with your palms facing forward.', 'Press the barbell upward until your arms are fully extended overhead.', 'Pause for a moment at the top, then slowly lower the barbell back down to shoulder level.', 'Repeat for the desired number of repetitions.']","The Smith standing military press is a compound exercise targeting the deltoid muscles of the shoulders, performed using a Smith machine for added stability. It also engages the triceps and upper back as secondary muscles. The fixed bar path of the Smith machine can make the movement more accessible for those learning the overhead press, but it still requires good shoulder mobility and core stability.",Advanced,strength,nan
shoulders,smith machine,0775,smith upright row,delts,"['traps', 'biceps']","['Stand with your feet shoulder-width apart, facing the smith machine.', 'Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.', 'Keep your back straight and your core engaged.', 'Pull the barbell up towards your chin, leading with your elbows.', 'Pause for a moment at the top, then slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The smith upright row is a shoulder exercise performed on a smith machine, targeting the deltoids and also engaging the traps and biceps. It involves pulling a barbell upwards towards the chin while keeping the elbows higher than the wrists.",Advanced,strength,nan
upper legs,barbell,0776,snatch pull,quads,"['hamstrings', 'glutes', 'calves']","['Stand with your feet shoulder-width apart and the barbell on the ground in front of you.', 'Bend your knees and hinge at the hips to lower into a squat position, gripping the barbell with an overhand grip.', 'Keep your back straight and chest up as you drive through your heels to lift the barbell off the ground, extending your hips and knees.', 'As the barbell reaches hip level, explosively pull it upwards, shrugging your shoulders and pulling your elbows high and to the sides.', 'As the barbell reaches its highest point, quickly drop underneath it, pulling yourself into a deep squat position.', 'Catch the barbell overhead with your arms fully extended and your knees bent.', 'Stand up by extending your hips and knees, keeping the barbell overhead.', 'Lower the barbell back down to the starting position by reversing the movement.', 'Repeat for the desired number of repetitions.']","The snatch pull is a compound Olympic weightlifting movement that develops explosive power and strength in the lower body, particularly targeting the quads, hamstrings, and glutes. It requires coordination, balance, and proper technique to perform safely and effectively.",Intermediate,strength,nan
waist,dumbbell,0777,spell caster,abs,"['obliques', 'lower back']","['Stand with your feet shoulder-width apart and hold a dumbbell in one hand.', 'Bend your knees slightly and hinge forward at the waist, keeping your back straight.', 'Extend your arm with the dumbbell towards the opposite foot, rotating your torso as you do so.', 'Return to the starting position and repeat on the other side.', 'Continue alternating sides for the desired number of repetitions.']","The spell caster is a rotational core exercise performed with a dumbbell, targeting the abs and obliques. It involves hinging at the waist and rotating the torso while moving the dumbbell from side to side.",Intermediate,strength,nan
upper legs,body weight,0778,spider crawl push up,glutes,"['core', 'chest', 'shoulders']","['Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together.', 'Bring your right knee towards your right elbow, keeping it off the ground.', 'As you bring your right knee back, simultaneously lower your body towards the ground by bending your elbows.', 'Push back up to the starting position and repeat with your left knee towards your left elbow.', 'Continue alternating sides for the desired number of repetitions.']","The spider crawl push up is a challenging bodyweight exercise that combines a push-up with a dynamic knee drive, targeting the glutes, core, chest, and shoulders. It requires coordination, strength, and stability.",Beginner,strength,nan
upper legs,barbell,0786,squat jerk,quads,"['glutes', 'hamstrings', 'calves', 'core']","['Start with the barbell resting on your shoulders, with your feet shoulder-width apart.', 'Lower your body into a squat position, keeping your chest up and your knees tracking over your toes.', 'As you reach the bottom of the squat, explosively drive through your legs and push the barbell overhead.', 'As the barbell reaches its peak, quickly drop into a split position, with one foot forward and one foot back.', 'Catch the barbell overhead with your arms fully extended and your back knee slightly touching the ground.', 'Stand up from the split position, bringing your feet back together.', 'Lower the barbell back to your shoulders and repeat for the desired number of repetitions.']","The squat jerk is an advanced Olympic weightlifting movement that combines a squat and a jerk, requiring explosive power, coordination, and balance. It targets the quads primarily, with significant involvement from the glutes, hamstrings, calves, and core.",Intermediate,strength,nan
shoulders,barbell,0788,standing behind neck press,delts,"['triceps', 'upper back']","['Stand with your feet shoulder-width apart and hold the barbell behind your neck with an overhand grip.', 'Keep your back straight and core engaged.', 'Press the barbell overhead by extending your arms, fully extending your elbows.', 'Pause for a moment at the top, then slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The standing behind neck press is a barbell exercise targeting the deltoids, performed by pressing a barbell from behind the neck to overhead while standing. It also engages the triceps and upper back.",Intermediate,strength,nan
back,body weight,0794,standing lateral stretch,lats,"['shoulders', 'obliques']","['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Extend your arms straight out to the sides, parallel to the ground.', 'Slowly lean your upper body to one side, feeling a stretch in your side and lats.', 'Hold the stretch for 15-30 seconds.', 'Return to the starting position and repeat on the other side.', 'Repeat for the desired number of repetitions.']","The standing lateral stretch is a bodyweight exercise that targets the lats and stretches the sides of the torso. It also engages the shoulders and obliques. This movement is performed by standing with feet shoulder-width apart, extending the arms, and leaning to each side to stretch the lateral muscles.",Beginner,stretching,nan
upper legs,body weight,0795,standing single leg curl,hamstrings,['glutes'],"['Stand with your feet hip-width apart and your hands on your hips.', 'Shift your weight onto your left leg and lift your right foot off the ground, bending your knee.', 'Slowly curl your right heel towards your glutes, squeezing your hamstring.', 'Pause for a moment at the top, then slowly lower your right foot back down to the starting position.', 'Repeat for the desired number of repetitions, then switch legs.']","The standing single leg curl is a bodyweight exercise targeting the hamstrings and glutes. It involves balancing on one leg while curling the opposite heel toward the glutes, emphasizing hamstring activation and single-leg stability.",Beginner,strength,nan
